time,observation,id
0,0.535585885,63
0.3539,0.456952141,63
0.7078,0.479703442,63
1.0617,0.49630218,63
1.4156,0.45639889300000003,63
1.7695,0.61026879,63
2.1234,0.540384766,63
2.4773,0.734195171,63
2.8312,0.573545318,63
3.1851,0.548494937,63
3.539,0.439797309,63
3.8929,0.515699008,63
4.2468,0.437566106,63
4.6007,0.495044778,63
4.9546,0.501050353,63
5.3085,0.419047245,63
5.6624,0.502513712,63
6.0162,0.461680814,63
6.3701,0.489338391,63
6.724,0.628546762,63
7.0779,0.546912466,63
7.4318,0.482133999,63
7.7857,0.340916569,63
8.1396,0.415364838,63
8.4935,0.320257436,63
8.8474,0.466827327,63
9.2013,0.440404178,63
9.5552,0.481272519,63
9.9091,0.405644359,63
10.263,0.408636574,63
10.6169,0.495198681,63
10.9708,0.504206674,63
11.3247,0.377652462,63
11.6786,0.357303519,63
12.0325,0.370848991,63
12.3863,0.373739987,63
12.7402,0.415403775,63
13.0941,0.321429105,63
13.448,0.423922046,63
13.8019,0.386613248,63
14.1558,0.344199152,63
14.5097,0.411151601,63
14.8636,0.31211813,63
15.2175,0.365774129,63
15.5714,0.308524444,63
15.9253,0.317917178,63
16.2792,0.436255406,63
16.6331,0.339348244,63
16.987,0.326946323,63
17.3409,0.415998157,63
0,0.272707158,64
0.3539,0.332711655,64
0.7078,0.418093124,64
1.0617,0.402328065,64
1.4156,0.515331442,64
1.7695,0.452849323,64
2.1234,0.366778435,64
2.4773,0.434862343,64
2.8312,0.456965634,64
3.1851,0.376854577,64
3.539,0.407545249,64
3.8929,0.460135369,64
4.2468,0.514635833,64
4.6007,0.452647518,64
4.9546,0.482312412,64
5.3085,0.309605766,64
5.6624,0.385043203,64
6.0162,0.295965597,64
6.3701,0.338496473,64
6.724,0.418922698,64
7.0779,0.457908256,64
7.4318,0.349691,64
7.7857,0.416193409,64
8.1396,0.350143716,64
8.4935,0.431355405,64
8.8474,0.308728613,64
9.2013,0.32400059,64
9.5552,0.461842426,64
9.9091,0.436075044,64
10.263,0.287803073,64
10.6169,0.445758128,64
10.9708,0.354658737,64
11.3247,0.320893003,64
11.6786,0.354288073,64
12.0325,0.354849677,64
12.3863,0.297180677,64
12.7402,0.322240527,64
13.0941,0.434454619,64
13.448,0.275108664,64
13.8019,0.353927646,64
14.1558,0.311477612,64
14.5097,0.338805283,64
14.8636,0.255350705,64
15.2175,0.301882179,64
15.5714,0.299635438,64
15.9253,0.242002286,64
16.2792,0.394346432,64
16.6331,0.311227754,64
16.987,0.324551468,64
17.3409,0.315406851,64
0,0.390561404,65
0.3539,0.569674964,65
0.7078,0.39042442,65
1.0617,0.691044973,65
1.4156,0.330410418,65
1.7695,0.660569264,65
2.1234,0.634936335,65
2.4773,0.705593934,65
2.8312,0.718066628,65
3.1851,0.514741769,65
3.539,0.59435678,65
3.8929,0.594583589,65
4.2468,0.642706794,65
4.6007,0.42733765,65
4.9546,0.433066286,65
5.3085,0.555862985,65
5.6624,0.735417489,65
6.0162,0.618907275,65
6.3701,0.48877782,65
6.724,0.513275921,65
7.0779,0.474021649,65
7.4318,0.595208829,65
7.7857,0.457650518,65
8.1396,0.410288453,65
8.4935,0.569294407,65
8.8474,0.395501907,65
9.2013,0.48951062,65
9.5552,0.438364722,65
9.9091,0.428328707,65
10.263,0.454435013,65
10.6169,0.43237282,65
10.9708,0.49199313,65
11.3247,0.420928011,65
11.6786,0.459800902,65
12.0325,0.460275146,65
12.3863,0.444733908,65
12.7402,0.554883608,65
13.0941,0.436903588,65
13.448,0.440428312,65
13.8019,0.502395359,65
14.1558,0.499168803,65
14.5097,0.481549283,65
14.8636,0.477381633,65
15.2175,0.328467507,65
15.5714,0.294065912,65
15.9253,0.422048576,65
16.2792,0.451875515,65
16.6331,0.608654879,65
16.987,0.437309958,65
17.3409,0.425004327,65
0,0.418786141,66
0.3539,0.420291119,66
0.7078,0.445560124,66
1.0617,0.408699016,66
1.4156,0.456662425,66
1.7695,0.508663265,66
2.1234,0.425397227,66
2.4772,0.424834493,66
2.8311,0.412325383,66
3.185,0.388002476,66
3.5389,0.504560449,66
3.8928,0.401800164,66
4.2467,0.477573737,66
4.6006,0.377879525,66
4.9545,0.49410819,66
5.3084,0.40262112,66
5.6623,0.456665139,66
6.0162,0.444484808,66
6.3701,0.457426539,66
6.724,0.41412417,66
7.0779,0.550973841,66
7.4318,0.394722372,66
7.7857,0.301398437,66
8.1396,0.354730961,66
8.4935,0.370105869,66
8.8473,0.242244837,66
9.2012,0.435846493,66
9.5551,0.359867289,66
9.909,0.324330933,66
10.2629,0.359145733,66
10.6168,0.351994492,66
10.9707,0.357471907,66
11.3246,0.486644733,66
11.6785,0.326770434,66
12.0324,0.403850796,66
12.3863,0.34884033,66
12.7402,0.449762146,66
13.0941,0.45855009,66
13.448,0.30913505,66
13.8019,0.395054143,66
14.1558,0.343036068,66
14.5097,0.379511287,66
14.8636,0.34549485,66
15.2174,0.323394044,66
15.5713,0.274503144,66
15.9252,0.201318317,66
16.2791,0.311289997,66
16.633,0.318456281,66
16.9869,0.334768754,66
17.3408,0.273807526,66
0,0.340091615,67
0.3539,0.389548174,67
0.7078,0.309333974,67
1.0617,0.386760373,67
1.4156,0.395141298,67
1.7695,0.559162973,67
2.1234,0.576060829,67
2.4773,0.432417778,67
2.8312,0.437097567,67
3.1851,0.624141269,67
3.539,0.331374718,67
3.8929,0.488563718,67
4.2468,0.554381554,67
4.6007,0.449982044,67
4.9546,0.451028052,67
5.3085,0.403079433,67
5.6624,0.369710454,67
6.0162,0.426477564,67
6.3701,0.491719529,67
6.724,0.300275494,67
7.0779,0.46202143,67
7.4318,0.407197145,67
7.7857,0.310453438,67
8.1396,0.396239442,67
8.4935,0.327689131,67
8.8474,0.354448811,67
9.2013,0.349363605,67
9.5552,0.502396429,67
9.9091,0.364189182,67
10.263,0.347833383,67
10.6169,0.367606356,67
10.9708,0.311074856,67
11.3247,0.352329592,67
11.6786,0.290823556,67
12.0325,0.31271743,67
12.3863,0.236671332,67
12.7402,0.346606664,67
13.0941,0.299689733,67
13.448,0.294219276,67
13.8019,0.34577891,67
14.1558,0.345830454,67
14.5097,0.29491997,67
14.8636,0.231731667,67
15.2175,0.287434072,67
15.5714,0.294875226,67
15.9253,0.225169115,67
16.2792,0.28378679,67
16.6331,0.249947369,67
16.987,0.392657431,67
17.3409,0.269182297,67
0,0.431441012,68
0.3539,0.596424988,68
0.7078,0.515040266,68
1.0617,0.509611465,68
1.4156,0.440204967,68
1.7695,0.671826187,68
2.1234,0.282429175,68
2.4773,0.63059186,68
2.8312,0.5873425,68
3.1851,0.620921314,68
3.539,0.598930283,68
3.8929,0.603105111,68
4.2468,0.311216929,68
4.6007,0.68063456,68
4.9546,0.578141794,68
5.3085,0.568969784,68
5.6624,0.629607348,68
6.0162,0.357116396,68
6.3701,0.480849846,68
6.724,0.384046692,68
7.0779,0.270833215,68
7.4318,0.441581936,68
7.7857,0.461305205,68
8.1396,0.561817348,68
8.4935,0.554219026,68
8.8474,0.659130826,68
9.2013,0.362579222,68
9.5552,0.441733319,68
9.9091,0.45013086,68
10.263,0.483096272,68
10.6169,0.437675497,68
10.9708,0.533411236,68
11.3247,0.428267205,68
11.6786,0.320279299,68
12.0325,0.294043678,68
12.3863,0.259310074,68
12.7402,0.423454112,68
13.0941,0.444919877,68
13.448,0.352342329,68
13.8019,0.491252931,68
14.1558,0.239707639,68
14.5097,0.287465748,68
14.8636,0.355369992,68
15.2175,0.348341605,68
15.5714,0.30296163,68
15.9253,0.458218256,68
16.2792,0.370414031,68
16.6331,0.335817434,68
16.987,0.354023312,68
17.3409,0.359687691,68
0,0.249403229,69
0.3539,0.429683326,69
0.7078,0.34119141,69
1.0617,0.449725178,69
1.4156,0.528999165,69
1.7695,0.513710842,69
2.1234,0.430524002,69
2.4773,0.408730065,69
2.8312,0.339581636,69
3.1851,0.420268279,69
3.539,0.370819393,69
3.8929,0.458799133,69
4.2468,0.393617341,69
4.6007,0.429364635,69
4.9546,0.362488386,69
5.3085,0.389137614,69
5.6624,0.420027496,69
6.0162,0.556406662,69
6.3701,0.310336775,69
6.724,0.300501806,69
7.0779,0.403463334,69
7.4318,0.430770827,69
7.7857,0.399887999,69
8.1396,0.443298731,69
8.4935,0.379238036,69
8.8474,0.365009102,69
9.2013,0.313987867,69
9.5552,0.281871406,69
9.9091,0.324945431,69
10.263,0.300101848,69
10.6169,0.312699327,69
10.9708,0.295720286,69
11.3247,0.278851058,69
11.6786,0.223771256,69
12.0325,0.319998266,69
12.3863,0.336195733,69
12.7402,0.404927631,69
13.0941,0.327563132,69
13.448,0.371746491,69
13.8019,0.348009137,69
14.1558,0.280836333,69
14.5097,0.269215347,69
14.8636,0.372530774,69
15.2175,0.388747246,69
15.5714,0.3621925,69
15.9253,0.387272996,69
16.2792,0.364093017,69
16.6331,0.417640228,69
16.987,0.210525357,69
17.3409,0.355397335,69
0,0.391764502,70
0.3539,0.336762299,70
0.7078,0.345602576,70
1.0617,0.304683098,70
1.4156,0.434619267,70
1.7695,0.448932126,70
2.1234,0.396661174,70
2.4773,0.326118187,70
2.8312,0.4846934,70
3.1851,0.443604261,70
3.539,0.364235975,70
3.8929,0.352283907,70
4.2468,0.385733872,70
4.6007,0.386953664,70
4.9546,0.459236868,70
5.3085,0.43732449,70
5.6624,0.372909394,70
6.0162,0.419173648,70
6.3701,0.39350315,70
6.724,0.406540971,70
7.0779,0.402937781,70
7.4318,0.409716112,70
7.7857,0.364759978,70
8.1396,0.321814487,70
8.4935,0.350356092,70
8.8474,0.444744774,70
9.2013,0.232020092,70
9.5552,0.389361539,70
9.9091,0.371311894,70
10.263,0.38662344,70
10.6169,0.308784327,70
10.9708,0.332131618,70
11.3247,0.358149545,70
11.6786,0.325608792,70
12.0325,0.326986541,70
12.3863,0.431846429,70
12.7402,0.235625693,70
13.0941,0.280775085,70
13.448,0.38775965,70
13.8019,0.301169152,70
14.1558,0.366009519,70
14.5097,0.275217919,70
14.8636,0.273034846,70
15.2175,0.24608266,70
15.5714,0.171251498,70
15.9253,0.268194016,70
16.2792,0.26996143,70
16.6331,0.298308214,70
16.987,0.230931782,70
17.3409,0.251747367,70
0,0.368755141,71
0.3539,0.404065738,71
0.7078,0.562170042,71
1.0617,0.343740305,71
1.4156,0.528414346,71
1.7695,0.398308172,71
2.1234,0.425314671,71
2.4773,0.427518866,71
2.8312,0.286985994,71
3.1851,0.500591597,71
3.539,0.524678314,71
3.8929,0.398766035,71
4.2468,0.517824,71
4.6007,0.383586503,71
4.9546,0.381210067,71
5.3085,0.30829478,71
5.6624,0.368649752,71
6.0162,0.555101522,71
6.3701,0.378219647,71
6.724,0.328898272,71
7.0779,0.505333184,71
7.4318,0.346776792,71
7.7857,0.371032729,71
8.1396,0.263751628,71
8.4935,0.351703004,71
8.8474,0.41090087,71
9.2013,0.400074793,71
9.5552,0.307314706,71
9.9091,0.430377131,71
10.263,0.373138963,71
10.6169,0.350290094,71
10.9708,0.336734013,71
11.3247,0.266467972,71
11.6786,0.339874397,71
12.0325,0.25480611,71
12.3863,0.372127461,71
12.7402,0.327976947,71
13.0941,0.414337969,71
13.448,0.391022647,71
13.8019,0.243049656,71
14.1558,0.353074928,71
14.5097,0.383750842,71
14.8636,0.294500489,71
15.2175,0.266893998,71
15.5714,0.399199079,71
15.9253,0.310838659,71
16.2792,0.300338148,71
16.6331,0.296526362,71
16.987,0.35909278,71
17.3409,0.294835703,71
0,0.249886893,72
0.3539,0.511489076,72
0.7078,0.418403968,72
1.0617,0.316820513,72
1.4156,0.624071076,72
1.7695,0.527082085,72
2.1234,0.608582605,72
2.4773,0.35483062,72
2.8312,0.485695075,72
3.1851,0.532003024,72
3.539,0.559805748,72
3.8929,0.453055283,72
4.2468,0.473697198,72
4.6007,0.382515637,72
4.9546,0.556878108,72
5.3085,0.513696622,72
5.6624,0.379487677,72
6.0162,0.441458698,72
6.3701,0.536802538,72
6.724,0.301615942,72
7.0779,0.425854076,72
7.4318,0.247896931,72
7.7857,0.324341701,72
8.1396,0.464502619,72
8.4935,0.392741122,72
8.8474,0.452103866,72
9.2013,0.309973917,72
9.5552,0.338387175,72
9.9091,0.344672151,72
10.263,0.359266247,72
10.6169,0.361759798,72
10.9708,0.537524839,72
11.3247,0.417618056,72
11.6786,0.280972986,72
12.0325,0.312346019,72
12.3863,0.33267122,72
12.7402,0.379602825,72
13.0941,0.425014062,72
13.448,0.314719568,72
13.8019,0.223818298,72
14.1558,0.364939489,72
14.5097,0.540615274,72
14.8636,0.43004889,72
15.2175,0.41574954,72
15.5714,0.409962166,72
15.9253,0.284852895,72
16.2792,0.42829136,72
16.6331,0.276188566,72
16.987,0.276549274,72
17.3409,0.502552487,72
